Account Manager,Rep Name,Account Number,Name,Address,Subscription Date,Senior Citizen,Partner,Dependents,Tenure,Phone Service,Multiple Lines,Internet Service,Modem Age,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn,Churn Date,Latitude,Longitude,Postal Code,Region
76-0195839,Rhia Frame,2828-SLQPF,Patric McKane,0 Drewry Avenue,6/15/2019,No,No,No,16,Yes,No,DSL,Less than 1 Year,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),45,865.85,No, ,41.7802721,-71.4223601,2907,Rhode Island
13-8653221,Ieuan Whittington,4465-VDKIQ,Mathilde Wharfe,5 Basil Place,7/1/2019,No,No,No,16,Yes,No,Fiber optic,1 - 2 Years,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,77.8,1358.6,No, ,41.7802721,-71.4223601,2907,Rhode Island
20-9329110,Emil Webber,2921-XWDJH,Sallyann Jackways,4 Jana Park,1/9/2019,Yes,Yes,No,21,Yes,No,Fiber optic,Less than 1 Year,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,83.45,3147.15,No, ,41.7802721,-71.4223601,2907,Rhode Island
75-8051982,Hollie Conway,6221-AVQYL,Clark Matheson,7013 Anniversary Circle,7/20/2019,No,No,No,4,Yes,Yes,Fiber optic,> 4 Years,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),73.25,131.05,Yes,12/7/2019,41.7802721,-71.4223601,2907,Rhode Island
16-0420024,Ariya Almond,2558-BUOZZ,Delilah Chaize,50870 Sachs Court,6/5/2019,No,No,No,16,Yes,Yes,Fiber optic,Less than 1 Year,Yes,Yes,No,No,Yes,No,One year,No,Bank transfer (automatic),94.8,4535.85,No, ,41.7802721,-71.4223601,2907,Rhode Island
78-8973798,Jena Durham,9257-AZMTZ,Klaus Dearness,943 Lakeland Way,2/7/2019,No,Yes,Yes,19,Yes,No,No,New,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.1,1078.75,Yes,9/30/2019,41.7802721,-71.4223601,2907,Rhode Island
57-1199545,Braydon Farrington,0003-MKNFE,Dave Wilkison,256 7th Junction,8/8/2019,No,No,No,14,Yes,Yes,DSL,Less than 1 Year,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,59.9,542.4,No, ,41.7802721,-71.4223601,2907,Rhode Island
69-0108929,Kelsea Esquivel,0975-UYDTX,Lonnard Joselin,767 Eastwood Alley,4/14/2019,No,Yes,No,18,Yes,Yes,DSL,1 - 2 Years,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),90.1,2312.55,No, ,41.7802721,-71.4223601,2907,Rhode Island
73-9095501,Floyd Black,7743-EXURX,Verge Sparey,4252 Meadow Ridge Pass,4/30/2019,No,Yes,Yes,1,Yes,No,DSL,1 - 2 Years,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,51.05,415.05,Yes,6/20/2019,41.7802721,-71.4223601,2907,Rhode Island
24-5250647,Derry Daniel,4682-BLBUC,Darnall Croix,611 Gateway Road,4/8/2019,No,Yes,No,18,Yes,No,DSL,1 - 2 Years,No,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,70.95,3250.45,No, ,41.7802721,-71.4223601,2907,Rhode Island
98-3691700,Dexter Dawe,0975-VOOVL,Tomasine Goulter,58 Eastlawn Circle,6/14/2019,No,No,No,4,No,No phone service,DSL,> 4 Years,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,29.2,98.5,Yes,11/12/2019,41.7802721,-71.4223601,2907,Rhode Island
47-2963605,Jaimee Vance,5968-VXZLG,Merola Petriello,89282 Spaight Place,8/7/2019,No,No,No,14,Yes,No,DSL,Less than 1 Year,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),46.6,87.9,No, ,41.8062496,-71.4567071,2909,Rhode Island
10-8807007,Alec Wilks,5569-KGJHX,Gennie Fahrenbacher,5368 Hoffman Terrace,8/2/2019,No,Yes,Yes,1,Yes,Yes,Fiber optic,> 4 Years,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),85.35,754.65,Yes,8/23/2019,41.8456374,-71.4256431,2909,Rhode Island
52-1146363,Tori Prentice,4988-IQIGL,Andros Thon,29466 Upham Crossing,8/17/2019,Yes,No,No,14,Yes,Yes,Fiber optic,Less than 1 Year,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.35,75.35,No, ,41.8175564,-71.4684752,2909,Rhode Island
47-2963605,Jaimee Vance,5201-FRKKS,Morgan Swigger,80 Fisk Court,8/6/2019,No,No,No,14,Yes,No,Fiber optic,Less than 1 Year,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),74.3,1952.25,No, ,41.8511763,-71.4473016,2908,Rhode Island
10-4398098,Nyah O'Neill,9799-CAYJJ,Martynne Cockley,2 Bluestem Circle,1/6/2019,Yes,Yes,No,21,Yes,No,Fiber optic,Less than 1 Year,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.3,153.8,No, ,41.8492473,-71.4302843,2904,Rhode Island
85-3745646,Shivani Costa,8680-ASPEN,Aspen Pharmacy,1322 3rd St NE,1/7/2020,No,No,No,3,No,No phone service,DSL,> 4 Years,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,29.85,29.85,Yes,3/25/2020,42.2506179,-71.1250359,2136,Massachusetts
85-3745646,Shivani Costa,8680-ASPEN,Aspen Pharmacy,1323 3rd St NE,1/7/2020,No,No,No,3,Yes,No,DSL,1 - 2 Years,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,56.95,1889.5,Yes,3/25/2020,42.25046,-71.1254,2136,Massachusetts
85-3745646,Shivani Costa,8680-ASPEN,Aspen Pharmacy,1324 3rd St NE,1/7/2020,No,No,No, ,Yes,No,DSL,Less than 1 Year,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,53.85,108.15,No, ,42.34088,-71.0568,2136,Massachusetts
85-3745646,Shivani Costa,8680-ASPEN,Aspen Pharmacy,1325 3rd St NE,1/7/2020,No,No,No,3,No,No phone service,DSL,1 - 2 Years,Yes,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,42.3,1840.75,Yes,3/25/2020,42.344837,-71.053148,2136,Massachusetts
85-3745646,Shivani Costa,8680-ASPEN,Aspen Pharmacy,1326 3rd St NE,1/7/2020,No,No,No, ,Yes,No,Fiber optic,Less than 1 Year,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.7,151.65,No, ,42.344958,-71.05306,2136,Massachusetts
85-3745646,Shivani Costa,8680-ASPEN,Aspen Pharmacy,1327 3rd St NE,1/7/2020,No,No,No,3,Yes,Yes,Fiber optic,1 - 2 Years,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.65,820.5,Yes,3/25/2020,42.3450238,-71.0528913,2136,Massachusetts
85-3745646,Shivani Costa,8680-ASPEN,Aspen Pharmacy,1328 3rd St NE,1/7/2020,No,No,No,3,Yes,Yes,Fiber optic,> 4 Years,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,89.1,1949.4,Yes,3/25/2020,42.347022,-71.050817,2136,Massachusetts
85-3745646,Shivani Costa,8680-ASPEN,Aspen Pharmacy,1329 3rd St NE,1/7/2020,No,No,No,3,No,No phone service,DSL,> 4 Years,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,29.75,301.9,Yes,3/25/2020,42.348403,-71.050211,2136,Massachusetts
85-3745646,Shivani Costa,8680-ASPEN,Aspen Pharmacy,1330 3rd St NE,1/7/2020,No,No,No,3,Yes,Yes,Fiber optic,1 - 2 Years,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,104.8,3046.05,Yes,3/25/2020,42.34091,-71.0564,2136,Massachusetts
85-3745646,Shivani Costa,8680-ASPEN,Aspen Pharmacy,1331 3rd St NE,1/7/2020,No,No,No,3,Yes,No,DSL,> 4 Years,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,56.15,3487.95,Yes,3/25/2020,42.348944,-71.048991,2136,Massachusetts
85-3745646,Shivani Costa,8680-ASPEN,Aspen Pharmacy,1332 3rd St NE,1/7/2020,No,No,No,3,Yes,No,DSL,> 4 Years,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.95,587.45,Yes,3/25/2020,42.3492746,-71.0495207,2136,Massachusetts
85-3745646,Shivani Costa,8680-ASPEN,Aspen Pharmacy,1333 3rd St NE,1/7/2020,No,No,No,3,Yes,No,No,> 4 Years,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.95,326.8,Yes,3/25/2020,42.349446,-71.049447,2136,Massachusetts
85-3745646,Shivani Costa,8680-ASPEN,Aspen Pharmacy,1334 3rd St NE,1/7/2020,No,No,No,3,Yes,Yes,Fiber optic,1 - 2 Years,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,100.35,5681.1,Yes,3/25/2020,42.349446,-71.049447,2136,Massachusetts
85-3745646,Shivani Costa,8680-ASPEN,Aspen Pharmacy,1335 3rd St NE,1/7/2020,No,No,No,3,Yes,Yes,Fiber optic,1 - 2 Years,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,103.7,5036.3,Yes,3/25/2020,42.349446,-71.049447,2136,Massachusetts
85-3745646,Shivani Costa,8680-ASPEN,Aspen Pharmacy,1336 3rd St NE,1/7/2020,No,No,No,3,Yes,No,Fiber optic,1 - 2 Years,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,105.5,2686.05,Yes,3/25/2020,42.349446,-71.049447,2136,Massachusetts
85-3745646,Shivani Costa,8680-ASPEN,Aspen Pharmacy,1337 3rd St NE,1/7/2020,No,No,No,3,Yes,Yes,Fiber optic,1 - 2 Years,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,113.25,7895.15,Yes,3/25/2020,42.349446,-71.049447,2136,Massachusetts
85-3745646,Shivani Costa,8680-ASPEN,Aspen Pharmacy,1338 3rd St NE,1/7/2020,No,No,No,3,Yes,No,No,New,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.65,1022.95,Yes,3/25/2020,42.349446,-71.049447,2136,Massachusetts
85-3745646,Shivani Costa,8680-ASPEN,Aspen Pharmacy,1339 3rd St NE,1/7/2020,No,No,No,3,Yes,Yes,Fiber optic,1 - 2 Years,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,106.7,7382.25,Yes,3/25/2020,42.349446,-71.049447,2136,Massachusetts
85-3745646,Shivani Costa,8680-ASPEN,Aspen Pharmacy,1340 3rd St NE,1/7/2020,No,No,No,3,Yes,No,DSL,1 - 2 Years,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,55.2,528.35,Yes,3/25/2020,42.349446,-71.049447,2136,Massachusetts
85-3745646,Shivani Costa,8680-ASPEN,Aspen Pharmacy,1341 3rd St NE,1/7/2020,No,No,No, ,Yes,No,Fiber optic,1 - 2 Years,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,90.05,1862.9,No, ,42.349446,-71.049447,2136,Massachusetts
85-3745646,Shivani Costa,8680-ASPEN,Aspen Pharmacy,1342 3rd St NE,1/7/2020,No,No,No, ,No,No phone service,DSL,1 - 2 Years,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,39.65,39.65,No, ,42.349446,-71.049447,2136,Massachusetts
85-3745646,Shivani Costa,8680-ASPEN,Aspen Pharmacy,1343 3rd St NE,1/7/2020,No,No,No,3,Yes,No,No,New,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.8,202.25,Yes,3/25/2020,42.349446,-71.049447,2136,Massachusetts
85-3745646,Shivani Costa,8680-ASPEN,Aspen Pharmacy,1344 3rd St NE,1/7/2020,No,No,No,3,Yes,No,No,> 4 Years,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.15,20.15,Yes,3/25/2020,42.349446,-71.049447,2136,Massachusetts
85-3745646,Shivani Costa,8680-ASPEN,Aspen Pharmacy,1345 3rd St NE,1/7/2020,No,No,No,3,Yes,Yes,DSL,> 4 Years,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,59.9,3505.1,Yes,3/25/2020,42.349446,-71.049447,2136,Massachusetts
85-3745646,Shivani Costa,8680-ASPEN,Aspen Pharmacy,1346 3rd St NE,1/7/2020,No,No,No,3,Yes,No,DSL,> 4 Years,Yes,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,59.6,2970.3,Yes,3/25/2020,42.349446,-71.049447,2136,Massachusetts
85-3745646,Shivani Costa,8680-ASPEN,Aspen Pharmacy,1508 3rd St NE,2/21/2020,No,No,No, ,Yes,No,DSL,Less than 1 Year,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,51.8,1023.85,No, ,42.345407,-71.154759,2136,Massachusetts
85-3745646,Shivani Costa,8680-ASPEN,Aspen Pharmacy,1509 3rd St NE,2/21/2020,No,No,No,2,No,No phone service,DSL,New,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,30.4,82.15,Yes,3/25/2020,42.34536,-71.15525,2136,Massachusetts
85-3745646,Shivani Costa,8680-ASPEN,Aspen Pharmacy,1510 3rd St NE,2/21/2020,No,No,No, ,Yes,No,No,New,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.65,244.8,No, ,42.34505,-71.15502,2136,Massachusetts
85-3745646,Shivani Costa,8680-ASPEN,Aspen Pharmacy,1511 3rd St NE,2/21/2020,No,No,No,2,Yes,Yes,DSL,New,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,56.6,2379.1,Yes,3/25/2020,42.3451,-71.15556,2136,Massachusetts
85-3745646,Shivani Costa,8680-ASPEN,Aspen Pharmacy,1512 3rd St NE,2/21/2020,No,No,No, ,Yes,Yes,DSL,Less than 1 Year,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,71.9,3173.35,No, ,42.34485,-71.15511,2136,Massachusetts
85-3745646,Shivani Costa,8680-ASPEN,Aspen Pharmacy,1513 3rd St NE,2/21/2020,No,No,No, ,Yes,No,Fiber optic,1 - 2 Years,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,91,531,No, ,42.348655,-71.153002,2136,Massachusetts
85-3745646,Shivani Costa,8680-ASPEN,Aspen Pharmacy,1514 3rd St NE,2/21/2020,No,No,No, ,Yes,No,No,Less than 1 Year,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.75,1375.4,No, ,42.34458,-71.15525,2136,Massachusetts
85-3745646,Shivani Costa,8680-ASPEN,Aspen Pharmacy,1515 3rd St NE,2/21/2020,No,No,No,2,Yes,Yes,Fiber optic,1 - 2 Years,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,109.7,8129.3,Yes,3/25/2020,42.34857,-71.15311,2136,Massachusetts
85-3745646,Shivani Costa,8680-ASPEN,Aspen Pharmacy,1516 3rd St NE,2/21/2020,No,No,No, ,Yes,No,No,Less than 1 Year,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.3,1192.7,No, ,42.348399,-71.152784,2136,Massachusetts
85-3745646,Shivani Costa,8680-ASPEN,Aspen Pharmacy,1517 3rd St NE,2/21/2020,No,No,No, ,Yes,No,Fiber optic,Less than 1 Year,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,96.55,1901.65,No, ,42.34824,-71.15285,2136,Massachusetts
85-3745646,Shivani Costa,8680-ASPEN,Aspen Pharmacy,1518 3rd St NE,2/21/2020,No,No,No, ,Yes,Yes,No,Less than 1 Year,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,24.1,587.4,No, ,42.34807,-71.15297,2136,Massachusetts
85-3745646,Shivani Costa,8680-ASPEN,Aspen Pharmacy,1519 3rd St NE,2/21/2020,No,No,No, ,Yes,Yes,Fiber optic,1 - 2 Years,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,111.35,6519.75,No, ,42.34889,-71.15253,2136,Massachusetts
85-3745646,Shivani Costa,8680-ASPEN,Aspen Pharmacy,1520 3rd St NE,2/21/2020,No,No,No,2,Yes,Yes,Fiber optic,1 - 2 Years,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,112.25,8041.65,Yes,3/25/2020,42.34803,-71.153,2136,Massachusetts
85-3745646,Shivani Costa,8680-ASPEN,Aspen Pharmacy,1521 3rd St NE,2/21/2020,No,No,No, ,Yes,No,No,Less than 1 Year,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.75,20.75,No, ,42.34798,-71.15303,2136,Massachusetts
85-3745646,Shivani Costa,8680-ASPEN,Aspen Pharmacy,1522 3rd St NE,2/21/2020,No,No,No,2,Yes,No,Fiber optic,New,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,101.9,2681.15,Yes,3/25/2020,42.34792,-71.15306,2136,Massachusetts
85-3745646,Shivani Costa,8680-ASPEN,Aspen Pharmacy,1523 3rd St NE,3/13/2020,No,No,No, ,Yes,No,Fiber optic,Less than 1 Year,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,80.05,1112.3,No, ,42.348777,-71.152574,2136,Massachusetts
85-3745646,Shivani Costa,8680-ASPEN,Aspen Pharmacy,1524 3rd St NE,3/13/2020,No,No,No,1,Yes,Yes,Fiber optic,1 - 2 Years,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,105.55,7405.5,Yes,3/25/2020,42.34684,-71.15426,2136,Massachusetts
85-3745646,Shivani Costa,8680-ASPEN,Aspen Pharmacy,1525 3rd St NE,3/13/2020,No,No,No,1,Yes,No,Fiber optic,New,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,78.3,1033.95,Yes,3/25/2020,42.3467,-71.15435,2136,Massachusetts
85-3745646,Shivani Costa,8680-ASPEN,Aspen Pharmacy,1526 3rd St NE,3/13/2020,No,No,No, ,Yes,No,Fiber optic,Less than 1 Year,No,No,No,No,No,No,Month-to-month,No,Electronic check,68.85,2958.95,No, ,42.3465,-71.15446,2136,Massachusetts
85-3745646,Shivani Costa,8680-ASPEN,Aspen Pharmacy,1527 3rd St NE,3/13/2020,No,No,No, ,Yes,No,Fiber optic,Less than 1 Year,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,79.95,2684.85,No, ,42.34641,-71.15415,2136,Massachusetts
85-3745646,Shivani Costa,8680-ASPEN,Aspen Pharmacy,1528 3rd St NE,3/13/2020,No,No,No,1,No,No phone service,DSL,1 - 2 Years,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,55.45,4179.2,Yes,3/25/2020,42.34641,-71.15415,2136,Massachusetts
85-3745646,Shivani Costa,8680-ASPEN,Aspen Pharmacy,1529 3rd St NE,3/13/2020,No,No,No,1,Yes,No,Fiber optic,> 4 Years,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,79.9,79.9,Yes,3/25/2020,42.34641,-71.15415,2136,Massachusetts
85-3745646,Shivani Costa,8680-ASPEN,Aspen Pharmacy,1530 3rd St NE,3/13/2020,No,No,No,1,Yes,No,Fiber optic,1 - 2 Years,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,106.6,1934.45,Yes,3/25/2020,42.34622,-71.1542,2136,Massachusetts
85-3745646,Shivani Costa,8680-ASPEN,Aspen Pharmacy,1531 3rd St NE,3/13/2020,No,No,No,1,Yes,No,Fiber optic,1 - 2 Years,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,102.45,6654.1,Yes,3/25/2020,42.3463,-71.15474,2136,Massachusetts
85-3745646,Shivani Costa,8680-ASPEN,Aspen Pharmacy,1532 3rd St NE,3/13/2020,No,No,No, ,Yes,No,DSL,Less than 1 Year,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,46,84.5,No, ,42.34608,-71.15427,2136,Massachusetts
85-3745646,Shivani Costa,8680-ASPEN,Aspen Pharmacy,1533 3rd St NE,3/13/2020,No,No,No,1,No,No phone service,DSL,> 4 Years,No,No,No,No,No,No,Month-to-month,No,Electronic check,25.25,25.25,Yes,3/25/2020,42.34615,-71.15477,2136,Massachusetts
85-3745646,Shivani Costa,8680-ASPEN,Aspen Pharmacy,1534 3rd St NE,3/13/2020,No,No,No,1,Yes,No,No,New,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.75,1124.2,Yes,3/25/2020,42.34595,-71.15437,2136,Massachusetts
85-3745646,Shivani Costa,8680-ASPEN,Aspen Pharmacy,1535 3rd St NE,3/13/2020,No,No,No, ,Yes,No,No,New,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20,540.05,No, ,42.34601,-71.15488,2136,Massachusetts
85-3745646,Shivani Costa,8680-ASPEN,Aspen Pharmacy,1536 3rd St NE,3/13/2020,No,No,No, ,Yes,Yes,Fiber optic,Less than 1 Year,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,86.8,1975.85,No, ,42.348798,-71.152919,2136,Massachusetts
85-3745646,Shivani Costa,8680-ASPEN,Aspen Pharmacy,1537 3rd St NE,3/13/2020,No,No,No, ,No,No phone service,DSL,1 - 2 Years,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,58.75,3437.45,No, ,42.33794,-71.03015,2136,Massachusetts
85-3745646,Shivani Costa,8680-ASPEN,Aspen Pharmacy,1538 3rd St NE,3/13/2020,No,No,No, ,No,No phone service,DSL,1 - 2 Years,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,45.25,3139.8,No, ,42.33772,-71.03013,2136,Massachusetts
85-3745646,Shivani Costa,8680-ASPEN,Aspen Pharmacy,1539 3rd St NE,3/13/2020,No,No,No,1,No,No phone service,DSL,1 - 2 Years,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,56.6,3789.2,Yes,3/25/2020,42.33772,-71.03013,2136,Massachusetts
85-3745646,Shivani Costa,8680-ASPEN,Aspen Pharmacy,1540 3rd St NE,3/13/2020,No,No,No, ,Yes,Yes,DSL,1 - 2 Years,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,84.2,5324.5,No, ,42.33772,-71.03013,2136,Massachusetts
85-3745646,Shivani Costa,8680-ASPEN,Aspen Pharmacy,1541 3rd St NE,3/13/2020,No,No,No, ,Yes,No,Fiber optic,Less than 1 Year,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80,624.6,No, ,42.33772,-71.03013,2136,Massachusetts
85-3745646,Shivani Costa,8680-ASPEN,Aspen Pharmacy,1542 3rd St NE,3/13/2020,No,No,No,1,Yes,No,Fiber optic,> 4 Years,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.15,268.35,Yes,3/25/2020,42.33786,-71.02983,2136,Massachusetts
85-3745646,Shivani Costa,8680-ASPEN,Aspen Pharmacy,1543 3rd St NE,3/13/2020,No,No,No, ,Yes,Yes,No,Less than 1 Year,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,24.75,1836.9,No, ,42.33786,-71.02983,2136,Massachusetts
85-3745646,Shivani Costa,8680-ASPEN,Aspen Pharmacy,1645 3rd St NE,3/13/2020,No,No,No, ,Yes,No,DSL,Less than 1 Year,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,48.6,422.3,No, ,42.30518,-71.06168,2136,Massachusetts
85-3745646,Shivani Costa,8680-ASPEN,Aspen Pharmacy,1646 3rd St NE,3/13/2020,No,No,No, ,No,No phone service,DSL,Less than 1 Year,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,60.05,4176.7,No, ,42.274688,-71.061987,2136,Massachusetts
85-3745646,Shivani Costa,8680-ASPEN,Aspen Pharmacy,1647 3rd St NE,4/7/2020,No,No,No,3,Yes,Yes,Fiber optic,> 4 Years,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,102.7,5138.1,Yes,6/23/2020,42.27495,-71.06239,2136,Massachusetts
85-3745646,Shivani Costa,8680-ASPEN,Aspen Pharmacy,1648 3rd St NE,4/7/2020,No,No,No, ,Yes,No,Fiber optic,Less than 1 Year,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,82.9,880.05,No, ,42.27461,-71.06211,2136,Massachusetts
85-3745646,Shivani Costa,8680-ASPEN,Aspen Pharmacy,1649 3rd St NE,4/7/2020,No,No,No,3,Yes,No,Fiber optic,> 4 Years,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.35,139.05,Yes,6/23/2020,42.27482,-71.06255,2136,Massachusetts
85-3745646,Shivani Costa,8680-ASPEN,Aspen Pharmacy,1650 3rd St NE,4/7/2020,No,No,No,3,No,No phone service,DSL,New,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,35.9,973.65,Yes,6/23/2020,42.27448,-71.06217,2136,Massachusetts
85-3745646,Shivani Costa,8680-ASPEN,Aspen Pharmacy,1651 3rd St NE,4/7/2020,No,No,No, ,Yes,Yes,Fiber optic,1 - 2 Years,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,82.65,1470.05,No, ,42.27444,-71.06221,2136,Massachusetts
85-3745646,Shivani Costa,8680-ASPEN,Aspen Pharmacy,1652 3rd St NE,4/7/2020,No,No,No, ,Yes,No,No,Less than 1 Year,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.85,739.35,No, ,42.27464,-71.0627,2136,Massachusetts
85-3745646,Shivani Costa,8680-ASPEN,Aspen Pharmacy,1653 3rd St NE,4/7/2020,No,No,No, ,Yes,No,No,New,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.2,161.95,No, ,42.30515,-71.06118,2136,Massachusetts
85-3745646,Shivani Costa,8680-ASPEN,Aspen Pharmacy,1654 3rd St NE,4/7/2020,No,No,No, ,Yes,Yes,Fiber optic,1 - 2 Years,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,94.9,4422.95,No, ,42.27436,-71.06232,2136,Massachusetts
85-3745646,Shivani Costa,8680-ASPEN,Aspen Pharmacy,1655 3rd St NE,4/7/2020,No,No,No, ,Yes,Yes,Fiber optic,Less than 1 Year,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.85,511.25,No, ,42.274212,-71.062437,2136,Massachusetts
85-3745646,Shivani Costa,8680-ASPEN,Aspen Pharmacy,1656 3rd St NE,4/7/2020,No,No,No, ,Yes,Yes,Fiber optic,1 - 2 Years,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,80.6,155.8,No, ,42.27391,-71.06225,2136,Massachusetts
85-3745646,Shivani Costa,8680-ASPEN,Aspen Pharmacy,1657 3rd St NE,4/7/2020,No,No,No,3,Yes,Yes,DSL,1 - 2 Years,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,75.8,5293.95,Yes,6/23/2020,42.27444,-71.06296,2136,Massachusetts
85-3745646,Shivani Costa,8680-ASPEN,Aspen Pharmacy,1658 3rd St NE,4/7/2020,No,No,No,3,Yes,Yes,Fiber optic,1 - 2 Years,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.6,4759.85,Yes,6/23/2020,42.305093,-71.061656,2136,Massachusetts
